Toronto Municipality,HPI - Single-Family Detached,HPI - Single-Family Attached,HPI - Townhouse,HPI - Apartment,Effective Date
Toronto E06,937200,792900,,524700,2021-01-01
Toronto E07,1004300,781000,661200,522200,2021-01-01
Toronto E08,961000,725600,667600,555000,2021-01-01
Toronto E09,858000,725900,625300,568400,2021-01-01
Toronto E10,950900,771200,646500,477400,2021-01-01
Toronto E11,895300,748000,516200,575900,2021-01-01
City of Toronto,1362500,1076900,742300,609700,2021-02-01
Toronto W01,1508100,1182300,607700,627200,2021-02-01
Toronto W02,1390900,1143000,712400,692500,2021-02-01
Toronto W03,985300,912300,642600,545400,2021-02-01
Toronto W04,986400,870400,625800,528600,2021-02-01
Toronto W05,1003900,817800,522200,411000,2021-02-01
Toronto W06,1104100,857300,970800,542300,2021-02-01
Toronto W07,1327500,1108200,925200,684500,2021-02-01
Toronto W08,1374700,970200,757900,531400,2021-02-01
Toronto W09,1105400,727100,820100,379600,2021-02-01
Toronto W10,967500,816000,681400,450200,2021-02-01
Toronto C01,1270600,1135900,881600,657900,2021-02-01
Toronto C02,2198800,1589100,1504000,835900,2021-02-01
Toronto C03,2062400,1337500,,1005500,2021-02-01
Toronto C04,1972800,1325900,,685300,2021-02-01
Toronto C06,1289400,979700,763300,677800,2021-02-01
Toronto C07,1497300,827000,810100,648100,2021-02-01
Toronto C08,1784700,1511800,794700,609800,2021-02-01
Toronto C09,1939600,1342600,1643000,754000,2021-02-01
Toronto C10,1825000,1422400,913400,729800,2021-02-01
Toronto C11,1565400,1231500,464100,512600,2021-02-01
Toronto C12,2401800,1318400,908600,975100,2021-02-01
Toronto C13,1497500,840100,799900,607400,2021-02-01
Toronto C14,1608300,1133700,899700,715200,2021-02-01
Toronto C15,1508100,862500,738400,603600,2021-02-01
Toronto E01,1370500,1253900,823200,772100,2021-02-01
Toronto E02,1321200,1188100,1010100,719600,2021-02-01
Toronto E03,1126400,1012900,,430900,2021-02-01
Toronto E04,939000,809200,609800,593800,2021-02-01
Toronto E05,1108600,840500,649100,561400,2021-02-01
Toronto E06,976900,812200,,552400,2021-02-01
Toronto E07,1032800,794100,676100,535500,2021-02-01
Toronto E08,1001800,759300,667400,564100,2021-02-01
Toronto E09,906300,765000,633100,581700,2021-02-01
Toronto E10,1012500,822300,661000,488500,2021-02-01
Toronto E11,937900,783500,518300,566700,2021-02-01
City of Toronto,1426100,1132600,756300,630300,2021-03-01
Toronto W01,1603000,1257100,614200,659500,2021-03-01
Toronto W02,1469500,1187200,723200,717800,2021-03-01
Toronto W03,1039600,955400,644800,562000,2021-03-01
Toronto W04,1033900,914100,630700,521900,2021-03-01
Toronto W05,1057300,855800,535900,440700,2021-03-01
Toronto W06,1154600,881300,962800,563400,2021-03-01
Toronto W07,1394700,1137800,917900,719000,2021-03-01
Toronto W08,1427000,1006800,755400,551800,2021-03-01
Toronto W09,1126700,769400,824300,390800,2021-03-01
Toronto W10,1004700,856000,733000,463900,2021-03-01
Toronto C01,1310400,1173400,898700,684100,2021-03-01
Toronto C02,2317900,1677200,1493400,849500,2021-03-01
Toronto C03,2157700,1399100,,985100,2021-03-01
Toronto C04,1995300,1354000,,653200,2021-03-01
Toronto C06,1339800,984500,767300,727200,2021-03-01
Toronto C07,1548100,862100,814600,674200,2021-03-01
Toronto C08,1934600,1610500,822400,633400,2021-03-01
Toronto C09,2111700,1473600,1663100,796400,2021-03-01
Toronto C10,1823200,1426800,915800,749400,2021-03-01
Toronto C11,1715900,1343300,478600,526600,2021-03-01
Toronto C12,2513300,1385400,908600,971300,2021-03-01
Toronto C13,1603600,894300,799600,621100,2021-03-01
Toronto C14,1660700,1193600,917000,732600,2021-03-01
Toronto C15,1551800,892100,754900,620400,2021-03-01
Toronto E01,1466500,1323900,853800,793600,2021-03-01
Toronto E02,1433300,1290600,1022200,768000,2021-03-01
Toronto E03,1169900,1067900,,453000,2021-03-01
Toronto E04,999100,845200,635400,608700,2021-03-01
Toronto E05,1167400,880700,678300,571200,2021-03-01
Toronto E06,1027800,855200,,572300,2021-03-01
Toronto E07,1076700,837000,696700,551400,2021-03-01
Toronto E08,1052900,772000,693800,573100,2021-03-01
Toronto E09,951700,803900,641100,598000,2021-03-01
Toronto E10,1061800,872800,662500,507900,2021-03-01
Toronto E11,1003500,846900,531700,619100,2021-03-01
City of Toronto,1446700,1154300,780600,651700,2021-04-01
Toronto W01,1556100,1251300,635200,684800,2021-04-01
Toronto W02,1472500,1206800,758300,749600,2021-04-01
Toronto W03,1035800,958200,659500,589600,2021-04-01
Toronto W04,1028300,914400,654500,537900,2021-04-01
Toronto W05,1074200,868100,541900,467800,2021-04-01
Toronto W06,1178200,909700,994800,588000,2021-04-01
Toronto W07,1419400,1172200,914200,756300,2021-04-01
Toronto W08,1466200,1037600,780200,573500,2021-04-01
Toronto W09,1163200,791500,851100,393300,2021-04-01
Toronto W10,1008000,866500,720300,477000,2021-04-01
Toronto C01,1359200,1223100,943200,709300,2021-04-01
Toronto C02,2339500,1714000,1551700,892000,2021-04-01
Toronto C03,2169400,1415400,,1022300,2021-04-01
Toronto C04,2055200,1439200,,665800,2021-04-01
Toronto C06,1368000,989700,789600,763900,2021-04-01
Toronto C07,1569600,885700,834300,700800,2021-04-01
Toronto C08,1909400,1637200,851900,653900,2021-04-01
Toronto C09,2214700,1524100,1774800,816700,2021-04-01
Toronto C10,1863300,1443600,954600,779000,2021-04-01
Toronto C11,1804500,1410100,497900,543200,2021-04-01
Toronto C12,2599000,1406700,952200,971600,2021-04-01
Toronto C13,1640900,933900,807400,639200,2021-04-01
Toronto C14,1687800,1198000,931000,752200,2021-04-01
Toronto C15,1593100,925300,773800,642500,2021-04-01
Toronto E01,1487700,1359200,877500,816800,2021-04-01
Toronto E02,1452000,1310300,1067100,775900,2021-04-01
Toronto E03,1198900,1091500,,460900,2021-04-01
Toronto E04,997600,850700,659700,614700,2021-04-01
Toronto E05,1172000,890400,703500,592200,2021-04-01
Toronto E06,1042100,862400,,571000,2021-04-01
Toronto E07,1107900,861000,714700,567900,2021-04-01
Toronto E08,1071300,799000,718300,588900,2021-04-01
Toronto E09,962500,800500,674800,616700,2021-04-01
Toronto E10,1085200,898500,687900,506400,2021-04-01
Toronto E11,990700,829500,556800,631600,2021-04-01
City of Toronto,1548400,1224000,783900,660400,2021-05-01
Toronto W01,1916100,1463100,831300,700700,2021-05-01
Toronto W02,1602400,1222500,783700,775600,2021-05-01
Toronto W03,1048500,998000,698100,609000,2021-05-01
Toronto W04,1052900,950700,679500,555900,2021-05-01
Toronto W05,1096300,903100,561500,462400,2021-05-01
Toronto W06,1205800,1151300,1005800,599000,2021-05-01
Toronto W07,1530300,1338600,901700,768400,2021-05-01
Toronto W08,1720200,1248800,787400,584700,2021-05-01
Toronto W09,1269700,967100,702700,432000,2021-05-01
Toronto W10,995100,858500,715900,519000,2021-05-01
Toronto C01,1651400,1529300,956600,718200,2021-05-01
Toronto C02,2667200,1889200,1609100,909400,2021-05-01
Toronto C03,2450100,1450900,,1036900,2021-05-01
Toronto C04,2245900,1467500,,682700,2021-05-01
Toronto C06,1488400,1128000,805100,688900,2021-05-01
Toronto C07,1725800,1081600,849500,674300,2021-05-01
Toronto C08,1917000,1618200,878700,653100,2021-05-01
Toronto C09,3442400,2535700,1799600,820600,2021-05-01
Toronto C10,1933100,1502400,979400,791600,2021-05-01
Toronto C11,2388200,1680000,507200,548400,2021-05-01
Toronto C12,3073800,1379400,981400,967600,2021-05-01
Toronto C13,1826000,969300,848500,641500,2021-05-01
Toronto C14,2172300,1431200,922100,764300,2021-05-01
Toronto C15,1606200,935000,791100,736000,2021-05-01
Toronto E01,1490100,1357400,904100,710000,2021-05-01
Toronto E02,1454500,1302100,1112900,914100,2021-05-01
Toronto E03,1255700,1166200,,490700,2021-05-01
Toronto E04,987900,835500,646400,601000,2021-05-01
Toronto E05,1167100,886500,724400,562800,2021-05-01
Toronto E06,1068900,892600,712900,632400,2021-05-01
Toronto E07,1135100,876400,736300,582100,2021-05-01
Toronto E08,1095900,826200,573300,500900,2021-05-01
Toronto E09,964000,795100,644900,632500,2021-05-01
Toronto E10,1091000,886600,634600,528500,2021-05-01
Toronto E11,996000,837000,559500,577100,2021-05-01
City of Toronto,1537100,1217200,789400,663700,2021-06-01
Toronto W01,1907700,1442400,842200,707900,2021-06-01
Toronto W02,1585000,1233800,778500,778600,2021-06-01
Toronto W03,1047100,1007500,695900,610100,2021-06-01
Toronto W04,1052500,953800,683200,564100,2021-06-01
Toronto W05,1089900,897600,574400,440100,2021-06-01
Toronto W06,1197300,1162400,1029500,600500,2021-06-01
Toronto W07,1517000,1351400,877500,752600,2021-06-01
Toronto W08,1700500,1245800,812700,591200,2021-06-01
Toronto W09,1256500,956300,708500,424900,2021-06-01
Toronto W10,996000,863400,713800,528400,2021-06-01
Toronto C01,1608700,1493800,963100,721000,2021-06-01
Toronto C02,2661300,1874700,1596000,921000,2021-06-01
Toronto C03,2420900,1449700,,1075100,2021-06-01
Toronto C04,2272900,1467500,,707000,2021-06-01
Toronto C06,1459500,1124600,812400,710600,2021-06-01
Toronto C07,1693500,1069900,857400,684300,2021-06-01
Toronto C08,1856100,1577100,875100,648600,2021-06-01
Toronto C09,3388300,2500700,1744600,839500,2021-06-01
Toronto C10,1930000,1514700,966700,791400,2021-06-01
Toronto C11,2378900,1651700,534900,559700,2021-06-01
Toronto C12,3064000,1365000,992200,992000,2021-06-01
Toronto C13,1821000,974600,841600,646200,2021-06-01
Toronto C14,2143400,1410500,914800,769800,2021-06-01
Toronto C15,1626900,953600,797000,741800,2021-06-01
Toronto E01,1460200,1334700,899500,703100,2021-06-01
Toronto E02,1479800,1307500,1089600,906700,2021-06-01
Toronto E03,1246800,1161900,,493100,2021-06-01
Toronto E04,971400,822500,651900,596600,2021-06-01
Toronto E05,1142400,871600,732400,565300,2021-06-01
Toronto E06,1053800,886400,719600,627900,2021-06-01
Toronto E07,1131800,884300,752600,592500,2021-06-01
Toronto E08,1081600,827500,581200,506500,2021-06-01
Toronto E09,950900,781400,641600,638300,2021-06-01
Toronto E10,1086100,887100,629400,533100,2021-06-01
Toronto E11,985400,827500,567200,594000,2021-06-01
City of Toronto,1533100,1217900,796800,659600,2021-07-01
Toronto W01,1933900,1446000,845200,706500,2021-07-01
Toronto W02,1574000,1219200,793100,779000,2021-07-01
Toronto W03,1040400,998300,709600,610000,2021-07-01
Toronto W04,1053800,951000,697000,578900,2021-07-01
Toronto W05,1071400,884800,576400,444300,2021-07-01
Toronto W06,1192300,1158100,1039600,594200,2021-07-01
Toronto W07,1507400,1341500,902500,738400,2021-07-01
Toronto W08,1702800,1238700,810500,581600,2021-07-01
Toronto W09,1257600,953900,716500,427500,2021-07-01
Toronto W10,988200,872100,717200,528500,2021-07-01
Toronto C01,1660800,1534000,985400,712200,2021-07-01
Toronto C02,2665500,1880300,1631200,896300,2021-07-01
Toronto C03,2429100,1440400,,1035900,2021-07-01
Toronto C04,2277300,1453000,,701100,2021-07-01
Toronto C06,1431400,1136100,818300,714300,2021-07-01
Toronto C07,1692000,1085700,865300,685200,2021-07-01
Toronto C08,1869600,1626300,876400,649900,2021-07-01
Toronto C09,3501700,2598100,1830300,822600,2021-07-01
Toronto C10,1922000,1505900,974100,773000,2021-07-01
Toronto C11,2412700,1691600,541500,556500,2021-07-01
Toronto C12,3008700,1382700,1001000,955300,2021-07-01
Toronto C13,1822100,986400,857500,650700,2021-07-01
Toronto C14,2190300,1474100,885200,766100,2021-07-01
Toronto C15,1607700,943200,792000,745000,2021-07-01
Toronto E01,1461900,1326800,896400,696600,2021-07-01
Toronto E02,1479800,1306800,1100000,901600,2021-07-01
Toronto E03,1228800,1139800,,489200,2021-07-01
Toronto E04,970800,832400,653400,605300,2021-07-01
Toronto E05,1156500,885400,739600,569400,2021-07-01
Toronto E06,1030100,865500,714300,630800,2021-07-01
Toronto E07,1132400,887700,765600,583800,2021-07-01
Toronto E08,1060700,812500,587300,507400,2021-07-01
Toronto E09,951700,788300,661100,636600,2021-07-01
Toronto E10,1081000,883000,647900,538900,2021-07-01
Toronto E11,990400,834500,580300,578100,2021-07-01
City of Toronto,1527700,1201700,801000,657000,2021-08-01
Toronto W01,1864800,1417800,871000,685100,2021-08-01
Toronto W02,1558300,1206100,793700,758400,2021-08-01
Toronto W03,1020900,977300,716500,597500,2021-08-01
Toronto W04,1039600,925400,701100,563800,2021-08-01
Toronto W05,1088200,898500,584400,435600,2021-08-01
Toronto W06,1185600,1163100,1050000,586000,2021-08-01
Toronto W07,1497300,1346000,1004700,732700,2021-08-01
Toronto W08,1719000,1255600,814100,574700,2021-08-01
Toronto W09,1279300,995200,724300,424800,2021-08-01
Toronto W10,1017900,870300,706400,530200,2021-08-01
Toronto C01,1548000,1429100,979100,713000,2021-08-01
Toronto C02,2563300,1822000,1590500,891400,2021-08-01
Toronto C03,2380900,1406500,,1005500,2021-08-01
Toronto C04,2232700,1420700,,696800,2021-08-01
Toronto C06,1459500,1157400,800800,703100,2021-08-01
Toronto C07,1715400,1093300,849000,676200,2021-08-01
Toronto C08,1848500,1580500,868900,649500,2021-08-01
Toronto C09,3375400,2471300,1784800,806400,2021-08-01
Toronto C10,1888600,1493500,967400,758200,2021-08-01
Toronto C11,2323400,1626200,554500,560800,2021-08-01
Toronto C12,3009800,1406500,1007400,949400,2021-08-01
Toronto C13,1847700,991700,866100,643500,2021-08-01
Toronto C14,2194000,1472500,899200,766600,2021-08-01
Toronto C15,1608100,946400,805900,747500,2021-08-01
Toronto E01,1440800,1318000,917600,689600,2021-08-01
Toronto E02,1452200,1273300,1116400,890800,2021-08-01
Toronto E03,1218300,1121500,,491500,2021-08-01
Toronto E04,971700,834500,640200,604100,2021-08-01
Toronto E05,1174800,903900,739000,565100,2021-08-01
Toronto E06,1001800,826200,720200,635300,2021-08-01
Toronto E07,1152400,902300,765800,585300,2021-08-01
Toronto E08,1034500,771800,587800,521300,2021-08-01
Toronto E09,957100,792900,656000,639800,2021-08-01
Toronto E10,1101200,907800,657200,542900,2021-08-01
Toronto E11,1004600,848500,588400,586800,2021-08-01
City of Toronto,1551200,1218600,805500,661100,2021-09-01
Toronto W01,1811900,1354600,870700,691800,2021-09-01
Toronto W02,1547800,1183200,790200,777100,2021-09-01
Toronto W03,1044700,984700,721100,606900,2021-09-01
Toronto W04,1067400,935300,702800,561500,2021-09-01
Toronto W05,1112300,924300,584700,439400,2021-09-01
Toronto W06,1214700,1197100,1066000,589500,2021-09-01
Toronto W07,1544100,1400500,962000,736400,2021-09-01
Toronto W08,1714000,1273300,825900,574900,2021-09-01
Toronto W09,1275500,957700,731300,417800,2021-09-01
Toronto W10,1035000,888700,743700,535400,2021-09-01
Toronto C01,1602400,1473000,958600,722400,2021-09-01
Toronto C02,2573500,1806300,1571400,893400,2021-09-01
Toronto C03,2388400,1398800,,1046600,2021-09-01
Toronto C04,2267800,1477300,,704600,2021-09-01
Toronto C06,1470600,1186600,811800,702900,2021-09-01
Toronto C07,1722000,1120400,859700,678700,2021-09-01
Toronto C08,1959200,1647700,865600,649500,2021-09-01
Toronto C09,3452700,2608600,1707400,779500,2021-09-01
Toronto C10,1884300,1483600,967700,773200,2021-09-01
Toronto C11,2362300,1638700,545900,556000,2021-09-01
Toronto C12,3090100,1424200,995800,985400,2021-09-01
Toronto C13,1870000,1007000,863800,652900,2021-09-01
Toronto C14,2222200,1496300,952200,766300,2021-09-01
Toronto C15,1626900,959400,808300,751200,2021-09-01
Toronto E01,1497500,1373500,913000,676000,2021-09-01
Toronto E02,1455400,1280000,1110900,894500,2021-09-01
Toronto E03,1224700,1131800,,491000,2021-09-01
Toronto E04,1007100,851700,655500,596400,2021-09-01
Toronto E05,1214200,930300,740300,568400,2021-09-01
Toronto E06,1028100,845700,727100,628500,2021-09-01
Toronto E07,1177300,920100,763600,594400,2021-09-01
Toronto E08,1062000,785800,596300,522700,2021-09-01
Toronto E09,985000,818100,671000,641900,2021-09-01
Toronto E10,1114700,911700,667400,545300,2021-09-01
Toronto E11,1000200,839900,582900,579400,2021-09-01
City of Toronto,1605800,1260800,817600,690600,2021-10-01
Toronto W01,1940600,1473800,865900,719900,2021-10-01
Toronto W02,1605900,1235300,805400,805200,2021-10-01
Toronto W03,1058500,996000,736100,635600,2021-10-01
Toronto W04,1077200,934800,710600,579200,2021-10-01
Toronto W05,1154600,961200,585100,453500,2021-10-01
Toronto W06,1246900,1218700,1082600,615800,2021-10-01
Toronto W07,1596800,1430000,949100,728300,2021-10-01
Toronto W08,1762200,1300700,837200,589700,2021-10-01
Toronto W09,1320100,980900,725400,427500,2021-10-01
Toronto W10,1062000,906600,775200,556900,2021-10-01
Toronto C01,1718400,1585900,977100,761100,2021-10-01
Toronto C02,2700900,1875200,1648300,947000,2021-10-01
Toronto C03,2499600,1455100,,1081400,2021-10-01
Toronto C04,2401800,1605000,,723000,2021-10-01
Toronto C06,1501300,1229700,834900,729500,2021-10-01
Toronto C07,1783000,1169100,888700,711600,2021-10-01
Toronto C08,1964500,1679200,849300,682000,2021-10-01
Toronto C09,3608800,2670100,1793100,900100,2021-10-01
Toronto C10,1944800,1524100,990800,821200,2021-10-01
Toronto C11,2450900,1714800,551800,575900,2021-10-01
Toronto C12,3181100,1445200,1031500,1034700,2021-10-01
Toronto C13,1865000,1013600,900500,677200,2021-10-01
Toronto C14,2311300,1602100,1001300,795300,2021-10-01
Toronto C15,1644300,983200,823600,790100,2021-10-01
Toronto E01,1524600,1399100,893800,713800,2021-10-01
Toronto E02,1488900,1308100,1077200,945100,2021-10-01
Toronto E03,1262800,1164500,,535600,2021-10-01
Toronto E04,1048000,888500,668100,609400,2021-10-01
Toronto E05,1253700,960900,750500,585600,2021-10-01
Toronto E06,1078300,887300,735500,672500,2021-10-01
Toronto E07,1213100,932900,760400,616300,2021-10-01
Toronto E08,1122100,842000,606700,527300,2021-10-01
Toronto E09,1048300,859700,693800,662000,2021-10-01
Toronto E10,1164600,955300,694800,553100,2021-10-01
Toronto E11,1031600,860500,581300,584500,2021-10-01
City of Toronto,1657800,1292600,836400,717800,2021-11-01
Toronto W01,2022500,1508400,870700,728700,2021-11-01
Toronto W02,1645700,1261700,822900,827500,2021-11-01
Toronto W03,1081000,1028500,742500,651700,2021-11-01
Toronto W04,1101900,963200,715400,588800,2021-11-01
Toronto W05,1167700,975700,591100,469000,2021-11-01
Toronto W06,1272500,1229100,1105100,664200,2021-11-01
Toronto W07,1611100,1428300,940000,755000,2021-11-01
Toronto W08,1831700,1339100,864600,611800,2021-11-01
Toronto W09,1363500,1066400,739900,430800,2021-11-01
Toronto W10,1085100,912300,765600,582400,2021-11-01
Toronto C01,1757900,1625000,997100,778600,2021-11-01
Toronto C02,2773500,1916200,1652800,994600,2021-11-01
Toronto C03,2579600,1516500,,1120900,2021-11-01
Toronto C04,2449400,1634500,,746600,2021-11-01
Toronto C06,1579300,1266900,838900,753400,2021-11-01
Toronto C07,1869100,1222600,884500,756200,2021-11-01
Toronto C08,2046400,1725000,879000,721600,2021-11-01
Toronto C09,3684800,2717400,1864500,910100,2021-11-01
Toronto C10,2007800,1591800,1030400,858200,2021-11-01
Toronto C11,2525000,1765300,568200,591400,2021-11-01
Toronto C12,3301500,1474800,1054300,1100500,2021-11-01
