Toronto Municipality,Effective Date,Attribute,Value
Toronto C11,2020-11-01,HPI - Apartment,521700
Toronto C12,2020-11-01,HPI - Single-Family Detached,2307500
Toronto C12,2020-11-01,HPI - Single-Family Attached,1238000
Toronto C12,2020-11-01,HPI - Townhouse,918200
Toronto C12,2020-11-01,HPI - Apartment,921500
Toronto C13,2020-11-01,HPI - Single-Family Detached,1444700
Toronto C13,2020-11-01,HPI - Single-Family Attached,807200
Toronto C13,2020-11-01,HPI - Townhouse,791000
Toronto C13,2020-11-01,HPI - Apartment,594900
Toronto C14,2020-11-01,HPI - Single-Family Detached,1522200
Toronto C14,2020-11-01,HPI - Single-Family Attached,1101100
Toronto C14,2020-11-01,HPI - Townhouse,854000
Toronto C14,2020-11-01,HPI - Apartment,708700
Toronto C15,2020-11-01,HPI - Single-Family Detached,1395400
Toronto C15,2020-11-01,HPI - Single-Family Attached,793300
Toronto C15,2020-11-01,HPI - Townhouse,718100
Toronto C15,2020-11-01,HPI - Apartment,585000
Toronto E01,2020-11-01,HPI - Single-Family Detached,1317900
Toronto E01,2020-11-01,HPI - Single-Family Attached,1204700
Toronto E01,2020-11-01,HPI - Townhouse,793100
Toronto E01,2020-11-01,HPI - Apartment,778700
Toronto E02,2020-11-01,HPI - Single-Family Detached,1277000
Toronto E02,2020-11-01,HPI - Single-Family Attached,1148200
Toronto E02,2020-11-01,HPI - Townhouse,988500
Toronto E02,2020-11-01,HPI - Apartment,744200
Toronto E03,2020-11-01,HPI - Single-Family Detached,1049900
Toronto E03,2020-11-01,HPI - Single-Family Attached,947100
Toronto E03,2020-11-01,HPI - Townhouse,
Toronto E03,2020-11-01,HPI - Apartment,436900
Toronto E04,2020-11-01,HPI - Single-Family Detached,857600
Toronto E04,2020-11-01,HPI - Single-Family Attached,746100
Toronto E04,2020-11-01,HPI - Townhouse,609400
Toronto E04,2020-11-01,HPI - Apartment,599200
Toronto E05,2020-11-01,HPI - Single-Family Detached,1025800
Toronto E05,2020-11-01,HPI - Single-Family Attached,783700
Toronto E05,2020-11-01,HPI - Townhouse,638700
Toronto E05,2020-11-01,HPI - Apartment,543500
Toronto E06,2020-11-01,HPI - Single-Family Detached,894400
Toronto E06,2020-11-01,HPI - Single-Family Attached,748400
Toronto E06,2020-11-01,HPI - Townhouse,
Toronto E06,2020-11-01,HPI - Apartment,550900
Toronto E07,2020-11-01,HPI - Single-Family Detached,993500
Toronto E07,2020-11-01,HPI - Single-Family Attached,769500
Toronto E07,2020-11-01,HPI - Townhouse,648600
Toronto E07,2020-11-01,HPI - Apartment,527500
Toronto E08,2020-11-01,HPI - Single-Family Detached,914500
Toronto E08,2020-11-01,HPI - Single-Family Attached,680000
Toronto E08,2020-11-01,HPI - Townhouse,663800
Toronto E08,2020-11-01,HPI - Apartment,560600
Toronto E09,2020-11-01,HPI - Single-Family Detached,827400
Toronto E09,2020-11-01,HPI - Single-Family Attached,701900
Toronto E09,2020-11-01,HPI - Townhouse,616200
Toronto E09,2020-11-01,HPI - Apartment,569700
Toronto E10,2020-11-01,HPI - Single-Family Detached,928800
Toronto E10,2020-11-01,HPI - Single-Family Attached,763700
Toronto E10,2020-11-01,HPI - Townhouse,643900
Toronto E10,2020-11-01,HPI - Apartment,490800
Toronto E11,2020-11-01,HPI - Single-Family Detached,866900
Toronto E11,2020-11-01,HPI - Single-Family Attached,719400
Toronto E11,2020-11-01,HPI - Townhouse,502200
Toronto E11,2020-11-01,HPI - Apartment,564000
City of Toronto,2020-12-01,HPI - Single-Family Detached,1271200
City of Toronto,2020-12-01,HPI - Single-Family Attached,1012900
City of Toronto,2020-12-01,HPI - Townhouse,731300
City of Toronto,2020-12-01,HPI - Apartment,597100
Toronto W01,2020-12-01,HPI - Single-Family Detached,1351000
Toronto W01,2020-12-01,HPI - Single-Family Attached,1053500
Toronto W01,2020-12-01,HPI - Townhouse,627500
Toronto W01,2020-12-01,HPI - Apartment,624200
Toronto W02,2020-12-01,HPI - Single-Family Detached,1281300
Toronto W02,2020-12-01,HPI - Single-Family Attached,1059900
Toronto W02,2020-12-01,HPI - Townhouse,718300
Toronto W02,2020-12-01,HPI - Apartment,691400
Toronto W03,2020-12-01,HPI - Single-Family Detached,905100
Toronto W03,2020-12-01,HPI - Single-Family Attached,834000
Toronto W03,2020-12-01,HPI - Townhouse,636800
Toronto W03,2020-12-01,HPI - Apartment,535700
Toronto W04,2020-12-01,HPI - Single-Family Detached,916800
Toronto W04,2020-12-01,HPI - Single-Family Attached,807400
Toronto W04,2020-12-01,HPI - Townhouse,631100
Toronto W04,2020-12-01,HPI - Apartment,534800
Toronto W05,2020-12-01,HPI - Single-Family Detached,944900
Toronto W05,2020-12-01,HPI - Single-Family Attached,765000
Toronto W05,2020-12-01,HPI - Townhouse,521500
Toronto W05,2020-12-01,HPI - Apartment,416800
Toronto W06,2020-12-01,HPI - Single-Family Detached,1027500
Toronto W06,2020-12-01,HPI - Single-Family Attached,790000
Toronto W06,2020-12-01,HPI - Townhouse,954500
Toronto W06,2020-12-01,HPI - Apartment,526000
Toronto W07,2020-12-01,HPI - Single-Family Detached,1237400
Toronto W07,2020-12-01,HPI - Single-Family Attached,1012700
Toronto W07,2020-12-01,HPI - Townhouse,863500
Toronto W07,2020-12-01,HPI - Apartment,685700
Toronto W08,2020-12-01,HPI - Single-Family Detached,1293200
Toronto W08,2020-12-01,HPI - Single-Family Attached,895700
Toronto W08,2020-12-01,HPI - Townhouse,757900
Toronto W08,2020-12-01,HPI - Apartment,518500
Toronto W09,2020-12-01,HPI - Single-Family Detached,1034600
Toronto W09,2020-12-01,HPI - Single-Family Attached,705600
Toronto W09,2020-12-01,HPI - Townhouse,806000
Toronto W09,2020-12-01,HPI - Apartment,386600
Toronto W10,2020-12-01,HPI - Single-Family Detached,897600
Toronto W10,2020-12-01,HPI - Single-Family Attached,780700
Toronto W10,2020-12-01,HPI - Townhouse,643800
Toronto W10,2020-12-01,HPI - Apartment,438200
Toronto C01,2020-12-01,HPI - Single-Family Detached,1191100
Toronto C01,2020-12-01,HPI - Single-Family Attached,1078200
Toronto C01,2020-12-01,HPI - Townhouse,867900
Toronto C01,2020-12-01,HPI - Apartment,641800
Toronto C02,2020-12-01,HPI - Single-Family Detached,2112500
Toronto C02,2020-12-01,HPI - Single-Family Attached,1535600
Toronto C02,2020-12-01,HPI - Townhouse,1546700
Toronto C02,2020-12-01,HPI - Apartment,838400
Toronto C03,2020-12-01,HPI - Single-Family Detached,1937100
Toronto C03,2020-12-01,HPI - Single-Family Attached,1228500
Toronto C03,2020-12-01,HPI - Townhouse,
Toronto C03,2020-12-01,HPI - Apartment,961300
Toronto C04,2020-12-01,HPI - Single-Family Detached,1854400
Toronto C04,2020-12-01,HPI - Single-Family Attached,1236500
Toronto C04,2020-12-01,HPI - Townhouse,
Toronto C04,2020-12-01,HPI - Apartment,652700
Toronto C06,2020-12-01,HPI - Single-Family Detached,1195900
Toronto C06,2020-12-01,HPI - Single-Family Attached,900900
Toronto C06,2020-12-01,HPI - Townhouse,761700
Toronto C06,2020-12-01,HPI - Apartment,678300
Toronto C07,2020-12-01,HPI - Single-Family Detached,1399400
Toronto C07,2020-12-01,HPI - Single-Family Attached,784800
Toronto C07,2020-12-01,HPI - Townhouse,806700
Toronto C07,2020-12-01,HPI - Apartment,636900
Toronto C08,2020-12-01,HPI - Single-Family Detached,1763000
Toronto C08,2020-12-01,HPI - Single-Family Attached,1483200
Toronto C08,2020-12-01,HPI - Townhouse,778700
Toronto C08,2020-12-01,HPI - Apartment,594200
Toronto C09,2020-12-01,HPI - Single-Family Detached,1898100
Toronto C09,2020-12-01,HPI - Single-Family Attached,1333700
Toronto C09,2020-12-01,HPI - Townhouse,1650100
Toronto C09,2020-12-01,HPI - Apartment,760300
Toronto C10,2020-12-01,HPI - Single-Family Detached,1710800
Toronto C10,2020-12-01,HPI - Single-Family Attached,1331000
Toronto C10,2020-12-01,HPI - Townhouse,935200
Toronto C10,2020-12-01,HPI - Apartment,723600
Toronto C11,2020-12-01,HPI - Single-Family Detached,1548400
Toronto C11,2020-12-01,HPI - Single-Family Attached,1218900
Toronto C11,2020-12-01,HPI - Townhouse,468300
Toronto C11,2020-12-01,HPI - Apartment,510500
Toronto C12,2020-12-01,HPI - Single-Family Detached,2262500
Toronto C12,2020-12-01,HPI - Single-Family Attached,1205800
Toronto C12,2020-12-01,HPI - Townhouse,897000
Toronto C12,2020-12-01,HPI - Apartment,925900
Toronto C13,2020-12-01,HPI - Single-Family Detached,1436700
Toronto C13,2020-12-01,HPI - Single-Family Attached,789700
Toronto C13,2020-12-01,HPI - Townhouse,786300
Toronto C13,2020-12-01,HPI - Apartment,579000
Toronto C14,2020-12-01,HPI - Single-Family Detached,1528700
Toronto C14,2020-12-01,HPI - Single-Family Attached,1083000
Toronto C14,2020-12-01,HPI - Townhouse,841600
Toronto C14,2020-12-01,HPI - Apartment,693300
Toronto C15,2020-12-01,HPI - Single-Family Detached,1413300
Toronto C15,2020-12-01,HPI - Single-Family Attached,807300
Toronto C15,2020-12-01,HPI - Townhouse,727900
Toronto C15,2020-12-01,HPI - Apartment,583600
Toronto E01,2020-12-01,HPI - Single-Family Detached,1310200
Toronto E01,2020-12-01,HPI - Single-Family Attached,1195800
Toronto E01,2020-12-01,HPI - Townhouse,777500
Toronto E01,2020-12-01,HPI - Apartment,760100
Toronto E02,2020-12-01,HPI - Single-Family Detached,1269700
Toronto E02,2020-12-01,HPI - Single-Family Attached,1142600
Toronto E02,2020-12-01,HPI - Townhouse,968900
Toronto E02,2020-12-01,HPI - Apartment,728300
Toronto E03,2020-12-01,HPI - Single-Family Detached,1034700
Toronto E03,2020-12-01,HPI - Single-Family Attached,930400
Toronto E03,2020-12-01,HPI - Townhouse,
Toronto E03,2020-12-01,HPI - Apartment,421900
Toronto E04,2020-12-01,HPI - Single-Family Detached,863500
Toronto E04,2020-12-01,HPI - Single-Family Attached,750900
Toronto E04,2020-12-01,HPI - Townhouse,611300
Toronto E04,2020-12-01,HPI - Apartment,577500
Toronto E05,2020-12-01,HPI - Single-Family Detached,1024800
Toronto E05,2020-12-01,HPI - Single-Family Attached,781200
Toronto E05,2020-12-01,HPI - Townhouse,642200
Toronto E05,2020-12-01,HPI - Apartment,550000
Toronto E06,2020-12-01,HPI - Single-Family Detached,904100
Toronto E06,2020-12-01,HPI - Single-Family Attached,765100
Toronto E06,2020-12-01,HPI - Townhouse,
Toronto E06,2020-12-01,HPI - Apartment,525900
Toronto E07,2020-12-01,HPI - Single-Family Detached,993800
Toronto E07,2020-12-01,HPI - Single-Family Attached,771100
Toronto E07,2020-12-01,HPI - Townhouse,654700
Toronto E07,2020-12-01,HPI - Apartment,517000
Toronto E08,2020-12-01,HPI - Single-Family Detached,928200
Toronto E08,2020-12-01,HPI - Single-Family Attached,692200
Toronto E08,2020-12-01,HPI - Townhouse,667600
Toronto E08,2020-12-01,HPI - Apartment,549900
Toronto E09,2020-12-01,HPI - Single-Family Detached,837300
Toronto E09,2020-12-01,HPI - Single-Family Attached,711500
Toronto E09,2020-12-01,HPI - Townhouse,614600
Toronto E09,2020-12-01,HPI - Apartment,565000
Toronto E10,2020-12-01,HPI - Single-Family Detached,930800
Toronto E10,2020-12-01,HPI - Single-Family Attached,756400
Toronto E10,2020-12-01,HPI - Townhouse,649100
Toronto E10,2020-12-01,HPI - Apartment,483000
Toronto E11,2020-12-01,HPI - Single-Family Detached,884500
Toronto E11,2020-12-01,HPI - Single-Family Attached,736600
Toronto E11,2020-12-01,HPI - Townhouse,504800
Toronto E11,2020-12-01,HPI - Apartment,568800
City of Toronto,2021-01-01,HPI - Single-Family Detached,1301000
City of Toronto,2021-01-01,HPI - Single-Family Attached,1028600
City of Toronto,2021-01-01,HPI - Townhouse,733200
City of Toronto,2021-01-01,HPI - Apartment,597500
Toronto W01,2021-01-01,HPI - Single-Family Detached,1405300
Toronto W01,2021-01-01,HPI - Single-Family Attached,1109800
Toronto W01,2021-01-01,HPI - Townhouse,593500
Toronto W01,2021-01-01,HPI - Apartment,633700
Toronto W02,2021-01-01,HPI - Single-Family Detached,1321100
Toronto W02,2021-01-01,HPI - Single-Family Attached,1078300
Toronto W02,2021-01-01,HPI - Townhouse,707700
Toronto W02,2021-01-01,HPI - Apartment,695100
Toronto W03,2021-01-01,HPI - Single-Family Detached,934700
Toronto W03,2021-01-01,HPI - Single-Family Attached,865500
Toronto W03,2021-01-01,HPI - Townhouse,638900
Toronto W03,2021-01-01,HPI - Apartment,537500
Toronto W04,2021-01-01,HPI - Single-Family Detached,936600
Toronto W04,2021-01-01,HPI - Single-Family Attached,829900
Toronto W04,2021-01-01,HPI - Townhouse,611500
Toronto W04,2021-01-01,HPI - Apartment,517900
Toronto W05,2021-01-01,HPI - Single-Family Detached,958500
Toronto W05,2021-01-01,HPI - Single-Family Attached,779900
Toronto W05,2021-01-01,HPI - Townhouse,525200
Toronto W05,2021-01-01,HPI - Apartment,408000
Toronto W06,2021-01-01,HPI - Single-Family Detached,1055900
Toronto W06,2021-01-01,HPI - Single-Family Attached,807600
Toronto W06,2021-01-01,HPI - Townhouse,946800
Toronto W06,2021-01-01,HPI - Apartment,536000
Toronto W07,2021-01-01,HPI - Single-Family Detached,1276400
Toronto W07,2021-01-01,HPI - Single-Family Attached,1045900
Toronto W07,2021-01-01,HPI - Townhouse,846600
Toronto W07,2021-01-01,HPI - Apartment,678800
Toronto W08,2021-01-01,HPI - Single-Family Detached,1314100
Toronto W08,2021-01-01,HPI - Single-Family Attached,910200
Toronto W08,2021-01-01,HPI - Townhouse,751100
Toronto W08,2021-01-01,HPI - Apartment,516200
Toronto W09,2021-01-01,HPI - Single-Family Detached,1055400
Toronto W09,2021-01-01,HPI - Single-Family Attached,687200
Toronto W09,2021-01-01,HPI - Townhouse,791700
Toronto W09,2021-01-01,HPI - Apartment,377000
Toronto W10,2021-01-01,HPI - Single-Family Detached,906300
Toronto W10,2021-01-01,HPI - Single-Family Attached,785300
Toronto W10,2021-01-01,HPI - Townhouse,647000
Toronto W10,2021-01-01,HPI - Apartment,437500
Toronto C01,2021-01-01,HPI - Single-Family Detached,1223300
Toronto C01,2021-01-01,HPI - Single-Family Attached,1100200
Toronto C01,2021-01-01,HPI - Townhouse,867900
Toronto C01,2021-01-01,HPI - Apartment,642100
Toronto C02,2021-01-01,HPI - Single-Family Detached,2166900
Toronto C02,2021-01-01,HPI - Single-Family Attached,1571800
Toronto C02,2021-01-01,HPI - Townhouse,1505500
Toronto C02,2021-01-01,HPI - Apartment,822200
Toronto C03,2021-01-01,HPI - Single-Family Detached,1997900
Toronto C03,2021-01-01,HPI - Single-Family Attached,1282600
Toronto C03,2021-01-01,HPI - Townhouse,
Toronto C03,2021-01-01,HPI - Apartment,960300
Toronto C04,2021-01-01,HPI - Single-Family Detached,1905100
Toronto C04,2021-01-01,HPI - Single-Family Attached,1264600
Toronto C04,2021-01-01,HPI - Townhouse,
Toronto C04,2021-01-01,HPI - Apartment,654800
Toronto C06,2021-01-01,HPI - Single-Family Detached,1253100
Toronto C06,2021-01-01,HPI - Single-Family Attached,923800
Toronto C06,2021-01-01,HPI - Townhouse,757100
Toronto C06,2021-01-01,HPI - Apartment,645300
Toronto C07,2021-01-01,HPI - Single-Family Detached,1446100
Toronto C07,2021-01-01,HPI - Single-Family Attached,796900
Toronto C07,2021-01-01,HPI - Townhouse,801300
Toronto C07,2021-01-01,HPI - Apartment,634700
Toronto C08,2021-01-01,HPI - Single-Family Detached,1712100
Toronto C08,2021-01-01,HPI - Single-Family Attached,1444000
Toronto C08,2021-01-01,HPI - Townhouse,784600
Toronto C08,2021-01-01,HPI - Apartment,600500
Toronto C09,2021-01-01,HPI - Single-Family Detached,1919500
Toronto C09,2021-01-01,HPI - Single-Family Attached,1350700
Toronto C09,2021-01-01,HPI - Townhouse,1585200
Toronto C09,2021-01-01,HPI - Apartment,717900
Toronto C10,2021-01-01,HPI - Single-Family Detached,1773800
Toronto C10,2021-01-01,HPI - Single-Family Attached,1378400
Toronto C10,2021-01-01,HPI - Townhouse,893300
Toronto C10,2021-01-01,HPI - Apartment,713800
Toronto C11,2021-01-01,HPI - Single-Family Detached,1565400
Toronto C11,2021-01-01,HPI - Single-Family Attached,1217100
Toronto C11,2021-01-01,HPI - Townhouse,472200
Toronto C11,2021-01-01,HPI - Apartment,502100
Toronto C12,2021-01-01,HPI - Single-Family Detached,2306400
Toronto C12,2021-01-01,HPI - Single-Family Attached,1233900
Toronto C12,2021-01-01,HPI - Townhouse,919000
Toronto C12,2021-01-01,HPI - Apartment,948100
Toronto C13,2021-01-01,HPI - Single-Family Detached,1450000
Toronto C13,2021-01-01,HPI - Single-Family Attached,811100
Toronto C13,2021-01-01,HPI - Townhouse,797300
Toronto C13,2021-01-01,HPI - Apartment,591400
Toronto C14,2021-01-01,HPI - Single-Family Detached,1552000
Toronto C14,2021-01-01,HPI - Single-Family Attached,1088400
Toronto C14,2021-01-01,HPI - Townhouse,888700
Toronto C14,2021-01-01,HPI - Apartment,699800
Toronto C15,2021-01-01,HPI - Single-Family Detached,1458800
Toronto C15,2021-01-01,HPI - Single-Family Attached,840800
Toronto C15,2021-01-01,HPI - Townhouse,733100
Toronto C15,2021-01-01,HPI - Apartment,587400
Toronto E01,2021-01-01,HPI - Single-Family Detached,1308400
Toronto E01,2021-01-01,HPI - Single-Family Attached,1195500
Toronto E01,2021-01-01,HPI - Townhouse,800700
Toronto E01,2021-01-01,HPI - Apartment,762500
Toronto E02,2021-01-01,HPI - Single-Family Detached,1252000
Toronto E02,2021-01-01,HPI - Single-Family Attached,1124800
Toronto E02,2021-01-01,HPI - Townhouse,995700
Toronto E02,2021-01-01,HPI - Apartment,724500
Toronto E03,2021-01-01,HPI - Single-Family Detached,1056300
Toronto E03,2021-01-01,HPI - Single-Family Attached,944800
Toronto E03,2021-01-01,HPI - Townhouse,
Toronto E03,2021-01-01,HPI - Apartment,420400
Toronto E04,2021-01-01,HPI - Single-Family Detached,887100
Toronto E04,2021-01-01,HPI - Single-Family Attached,770900
Toronto E04,2021-01-01,HPI - Townhouse,617200
Toronto E04,2021-01-01,HPI - Apartment,586400
Toronto E05,2021-01-01,HPI - Single-Family Detached,1051900
Toronto E05,2021-01-01,HPI - Single-Family Attached,800300
Toronto E05,2021-01-01,HPI - Townhouse,642600
Toronto E05,2021-01-01,HPI - Apartment,548800
Toronto E06,2021-01-01,HPI - Single-Family Detached,937200
Toronto E06,2021-01-01,HPI - Single-Family Attached,792900
Toronto E06,2021-01-01,HPI - Townhouse,
Toronto E06,2021-01-01,HPI - Apartment,524700
Toronto E07,2021-01-01,HPI - Single-Family Detached,1004300
Toronto E07,2021-01-01,HPI - Single-Family Attached,781000
Toronto E07,2021-01-01,HPI - Townhouse,661200
Toronto E07,2021-01-01,HPI - Apartment,522200
Toronto E08,2021-01-01,HPI - Single-Family Detached,961000
Toronto E08,2021-01-01,HPI - Single-Family Attached,725600
Toronto E08,2021-01-01,HPI - Townhouse,667600
Toronto E08,2021-01-01,HPI - Apartment,555000
Toronto E09,2021-01-01,HPI - Single-Family Detached,858000
Toronto E09,2021-01-01,HPI - Single-Family Attached,725900
Toronto E09,2021-01-01,HPI - Townhouse,625300
Toronto E09,2021-01-01,HPI - Apartment,568400
Toronto E10,2021-01-01,HPI - Single-Family Detached,950900
Toronto E10,2021-01-01,HPI - Single-Family Attached,771200
Toronto E10,2021-01-01,HPI - Townhouse,646500
Toronto E10,2021-01-01,HPI - Apartment,477400
Toronto E11,2021-01-01,HPI - Single-Family Detached,895300
Toronto E11,2021-01-01,HPI - Single-Family Attached,748000
Toronto E11,2021-01-01,HPI - Townhouse,516200
Toronto E11,2021-01-01,HPI - Apartment,575900
City of Toronto,2021-02-01,HPI - Single-Family Detached,1362500
City of Toronto,2021-02-01,HPI - Single-Family Attached,1076900
City of Toronto,2021-02-01,HPI - Townhouse,742300
City of Toronto,2021-02-01,HPI - Apartment,609700
Toronto W01,2021-02-01,HPI - Single-Family Detached,1508100
Toronto W01,2021-02-01,HPI - Single-Family Attached,1182300
Toronto W01,2021-02-01,HPI - Townhouse,607700
Toronto W01,2021-02-01,HPI - Apartment,627200
Toronto W02,2021-02-01,HPI - Single-Family Detached,1390900
Toronto W02,2021-02-01,HPI - Single-Family Attached,1143000
Toronto W02,2021-02-01,HPI - Townhouse,712400
Toronto W02,2021-02-01,HPI - Apartment,692500
Toronto W03,2021-02-01,HPI - Single-Family Detached,985300
Toronto W03,2021-02-01,HPI - Single-Family Attached,912300
Toronto W03,2021-02-01,HPI - Townhouse,642600
